game,date,Tm,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,opp,sp h,sp a,result and moneyline,ou
75,Friday Jun 21,CHC,L,4,5,,41-34,1,up 1.5,Pounders,Brach,Diaz,3:11,D,41078,1.47,-, NYM,Yu Darvish (R),Jason Vargas (L),L -170,P 9
74,Thursday Jun 20,CHC,W,7,4,,41-33,1,up 1.5,Alzolay,Lockett,Cishek,2:59,N,38956,1.47,++, NYM,Tyler Chatwood (R),Walker Lockett (R),W -150,O 9.5
73,Wednesday Jun 19,CHC,W,7,3,,40-33,1,up 0.5,Lester,Giolito,,3:18,N,39776,1.38,+, CHW,Jon Lester (L),Lucas Giolito (R),W -137,O 7
72,Tuesday Jun 18,CHC,L,1,3,,39-33,2,0.5,Marshall,Strop,Colome,2:44,N,41192,1.37,--, CHW,Cole Hamels (L),Ivan Nova (R),L -215,U 8.5
71,Sunday Jun 16,CHC,L,2,3,,39-32,2,1,Stripling,Cishek,Jansen,3:05,D,53817,1.43,-, @ LAD,Jose Quintana (L),Hyun Jin Ryu (L),L 154,U 8
70,Saturday Jun 15,CHC,W,2,1,,39-31,1,Tied,Ryan,Jansen,Strop,2:49,N,51596,1.39,+, @ LAD,Yu Darvish (R),Walker Buehler (R),W 167,U 8
69,Friday Jun 14,CHC,L,3,5,,38-31,2,1,Hill,Hendricks,Jansen,3:06,N,46631,1.4,--, @ LAD,Kyle Hendricks (R),Rich Hill (L),L 139,O 7.5
68,Thursday Jun 13,CHC,L,3,7,,38-30,2,1,Kershaw,Lester,Urias,2:48,N,44970,1.4,-, @ LAD,Jon Lester (L),Clayton Kershaw (L),L 161,O 8
67,Wednesday Jun 12,CHC,W,10,1,,38-29,2,0.5,Hamels,Senzatela,,2:57,D,47412,1.43,+, @ COL,Cole Hamels (L),Antonio Senzatela (R),W -124,U 12
66,Tuesday Jun 11,CHC,L,3,10,,37-29,2,0.5,Lambert,Quintana,,3:10,N,43126,1.42,--, @ COL,Jose Quintana (L),Peter Lambert (R),L -126,O 11.5
65,Monday Jun 10,CHC,L,5,6,,37-28,2,0.5,Oberg,Cishek,Davis,2:51,N,44859,1.45,-, @ COL,Yu Darvish (R),German Marquez (R),L 127,U 11.5
64,Sunday Jun 9,CHC,W,5,1,,37-27,1,Tied,Hendricks,Wainwright,Strop,2:48,N,39545,1.59,+++, STL,Kyle Hendricks (R),Adam Wainwright (R),W -175,U 8
63,Saturday Jun 8,CHC,W,9,4,,36-27,1,Tied,Lester,Brebbia,,3:27,N,41005,1.63,++, STL,Jon Lester (L),Jack Flaherty (R),W -101,O 8
62,Friday Jun 7,CHC,W,3,1,,35-27,1,Tied,Hamels,Mikolas,Strop,2:39,D,40671,1.54,+, STL,Cole Hamels (L),Miles Mikolas (R),W -118,U 7.5
61,Thursday Jun 6,CHC,L,1,3,,34-27,1,Tied,Lambert,Quintana,Oberg,2:40,D,36375,1.44,-, COL,Jose Quintana (L),Peter Lambert (R),L -185,U 8.5
60,Wednesday Jun 5,CHC,W,9,8,,34-26,1,up 1.0,Kintzler,Marquez,Cishek,3:22,N,35395,1.41,+++, COL,Yu Darvish (R),German Marquez (R),W -122,O 7
59,Tuesday Jun 4,CHC,W,6,3,,33-26,1,Tied,Hendricks,Hoffman,Strop,2:34,N,36753,1.35,++, COL,Kyle Hendricks (R),Jeff Hoffman (R),W -202,U 10.5
